Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSMM'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 12,845,312
  scalars                 : 14
  total                   : 29,622,542
Estimated FLOPs per token: 1.187528e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010814 | lrm: 1.00 | dt: 16585ms | tok/sec: 3,951 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.911062 | lrm: 1.00 | dt: 166ms | tok/sec: 394,373 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.570065 | lrm: 1.00 | dt: 167ms | tok/sec: 391,854 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.161243 | lrm: 1.00 | dt: 168ms | tok/sec: 389,993 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.808765 | lrm: 1.00 | dt: 166ms | tok/sec: 394,243 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.510005 | lrm: 1.00 | dt: 167ms | tok/sec: 393,424 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.270426 | lrm: 1.00 | dt: 171ms | tok/sec: 384,318 | mfu: 4.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.064647 | lrm: 1.00 | dt: 166ms | tok/sec: 394,020 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.889792 | lrm: 1.00 | dt: 170ms | tok/sec: 385,837 | mfu: 4.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.748239 | lrm: 1.00 | dt: 168ms | tok/sec: 389,770 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.624792 | lrm: 1.00 | dt: 168ms | tok/sec: 389,377 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.516848 | lrm: 1.00 | dt: 167ms | tok/sec: 391,812 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.419692 | lrm: 1.00 | dt: 168ms | tok/sec: 389,626 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.335057 | lrm: 1.00 | dt: 168ms | tok/sec: 390,779 | mfu: 4.7% | epoch: 1 | remaining: 299s    
step 00156 (8.2%) | loss: 4.029996 | lrm: 1.00 | dt: 169ms | tok/sec: 387,698 | mfu: 4.7% | epoch: 1 | remaining: 275s    
step 00157 (8.2%) | loss: 4.028738 | lrm: 1.00 | dt: 172ms | tok/sec: 381,778 | mfu: 4.6% | epoch: 1 | remaining: 275s    
step 00158 (8.3%) | loss: 4.023898 | lrm: 1.00 | dt: 168ms | tok/sec: 389,165 | mfu: 4.7% | epoch: 1 | remaining: 275s    
step 00159 (8.3%) | loss: 4.023694 | lrm: 1.00 | dt: 168ms | tok/sec: 388,957 | mfu: 4.7% | epoch: 1 | remaining: 275s    
step 00160 (8.4%) | loss: 4.018514 | lrm: 1.00 | dt: 168ms | tok/sec: 389,250 | mfu: 4.7% | epoch: 1 | remaining: 275s    
step 00161 (8.4%) | loss: 4.014971 | lrm: 1.00 | dt: 168ms | tok/sec: 391,029 | mfu: 4.7% | epoch: 1 | remaining: 275s    
step 00162 (8.5%) | loss: 4.018513 | lrm: 1.00 | dt: 170ms | tok/sec: 386,621 | mfu: 4.6% | epoch: 1 | remaining: 274s    
step 00163 (8.6%) | loss: 4.011115 | lrm: 1.00 | dt: 171ms | tok/sec: 383,288 | mfu: 4.6% | epoch: 1 | remaining: 274s    
step 00164 (8.6%) | loss: 4.002470 | lrm: 1.00 | dt: 170ms | tok/sec: 385,308 | mfu: 4.6% | epoch: 1 | remaining: 274s    
step 00165 (8.7%) | loss: 3.997469 | lrm: 1.00 | dt: 168ms | tok/sec: 390,890 | mfu: 4.7% | epoch: 1 | remaining: 274s    
step 00166 (8.7%) | loss: 3.992485 | lrm: 1.00 | dt: 169ms | tok/sec: 388,476 | mfu: 4.7% | epoch: 1 | remaining: 274s    
step 00167 (8.8%) | loss: 3.989575 | lrm: 1.00 | dt: 169ms | tok/sec: 388,557 | mfu: 4.7% | epoch: 1 | remaining: 273s    
step 00168 (8.8%) | loss: 3.985195 | lrm: 1.00 | dt: 170ms | tok/sec: 385,567 | mfu: 4.6% | epoch: 1 | remaining: 273s    
step 00169 (8.9%) | loss: 3.980336 | lrm: 1.00 | dt: 171ms | tok/sec: 383,832 | mfu: 4.6% | epoch: 1 | remaining: 273s    
step 00170 (9.0%) | loss: 3.991151 | lrm: 1.00 | dt: 171ms | tok/sec: 383,910 | mfu: 4.6% | epoch: 1 | remaining: 273s    
step 00171 (9.0%) | loss: 3.985541 | lrm: 1.00 | dt: 167ms | tok/sec: 391,781 | mfu: 4.7% | epoch: 1 | remaining: 273s    
step 00172 (9.1%) | loss: 3.981353 | lrm: 1.00 | dt: 169ms | tok/sec: 386,984 | mfu: 4.6% | epoch: 1 | remaining: 273s    
step 00173 (9.1%) | loss: 3.973065 | lrm: 1.00 | dt: 169ms | tok/sec: 388,376 | mfu: 4.7% | epoch: 1 | remaining: 272s    
step 00174 (9.2%) | loss: 3.973375 | lrm: 1.00 | dt: 169ms | tok/sec: 387,618 | mfu: 4.7% | epoch: 1 | remaining: 272s    
step 00175 (9.2%) | loss: 3.961253 | lrm: 1.00 | dt: 172ms | tok/sec: 381,867 | mfu: 4.6% | epoch: 1 | remaining: 272s    
step 00176 (9.3%) | loss: 3.965454 | lrm: 1.00 | dt: 169ms | tok/sec: 387,413 | mfu: 4.6% | epoch: 1 | remaining: 272s    
step 00177 (9.3%) | loss: 3.959069 | lrm: 1.00 | dt: 168ms | tok/sec: 390,609 | mfu: 4.7% | epoch: 1 | remaining: 272s    
step 00178 (9.4%) | loss: 3.957744 | lrm: 1.00 | dt: 169ms | tok/sec: 386,678 | mfu: 4.6% | epoch: 1 | remaining: 272s    
step 00179 (9.5%) | loss: 3.946877 | lrm: 1.00 | dt: 170ms | tok/sec: 386,085 | mfu: 4.6% | epoch: 1 | remaining: 271s    
step 00180 (9.5%) | loss: 3.941798 | lrm: 1.00 | dt: 171ms | tok/sec: 383,355 | mfu: 4.6% | epoch: 1 | remaining: 271s    
step 00181 (9.6%) | loss: 3.937556 | lrm: 1.00 | dt: 169ms | tok/sec: 388,214 | mfu: 4.7% | epoch: 1 | remaining: 271s    
step 00182 (9.6%) | loss: 3.941467 | lrm: 1.00 | dt: 169ms | tok/sec: 388,716 | mfu: 4.7% | epoch: 1 | remaining: 271s    
step 00183 (9.7%) | loss: 3.942028 | lrm: 1.00 | dt: 168ms | tok/sec: 391,043 | mfu: 4.7% | epoch: 1 | remaining: 271s    
step 00184 (9.7%) | loss: 3.944697 | lrm: 1.00 | dt: 168ms | tok/sec: 390,638 | mfu: 4.7% | epoch: 1 | remaining: 271s    
step 00185 (9.8%) | loss: 3.936128 | lrm: 1.00 | dt: 169ms | tok/sec: 386,858 | mfu: 4.6% | epoch: 1 | remaining: 270s    
step 00186 (9.9%) | loss: 3.934922 | lrm: 1.00 | dt: 169ms | tok/sec: 388,446 | mfu: 4.7% | epoch: 1 | remaining: 270s    
step 00187 (9.9%) | loss: 3.925779 | lrm: 1.00 | dt: 170ms | tok/sec: 384,386 | mfu: 4.6% | epoch: 1 | remaining: 270s    
step 00188 (10.0%) | loss: 3.923038 | lrm: 1.00 | dt: 171ms | tok/sec: 383,730 | mfu: 4.6% | epoch: 1 | remaining: 270s    
step 00189 (10.0%) | loss: 3.919662 | lrm: 1.00 | dt: 169ms | tok/sec: 388,919 | mfu: 4.7% | epoch: 1 | remaining: 270s    
step 00190 (10.1%) | loss: 3.908736 | lrm: 1.00 | dt: 168ms | tok/sec: 388,955 | mfu: 4.7% | epoch: 1 | remaining: 270s    
step 00191 (10.1%) | loss: 3.903712 | lrm: 1.00 | dt: 168ms | tok/sec: 388,959 | mfu: 4.7% | epoch: 1 | remaining: 269s    
step 00192 (10.2%) | loss: 3.899264 | lrm: 1.00 | dt: 171ms | tok/sec: 383,163 | mfu: 4.6% | epoch: 1 | remaining: 269s    
step 00193 (10.2%) | loss: 3.897542 | lrm: 1.00 | dt: 170ms | tok/sec: 385,736 | mfu: 4.6% | epoch: 1 | remaining: 269s    
step 00194 (10.3%) | loss: 3.891577 | lrm: 1.00 | dt: 170ms | tok/sec: 386,347 | mfu: 4.6% | epoch: 1 | remaining: 269s    
step 00195 (10.4%) | loss: 3.884801 | lrm: 1.00 | dt: 168ms | tok/sec: 389,764 | mfu: 4.7% | epoch: 1 | remaining: 269s    
step 00196 (10.4%) | loss: 3.880806 | lrm: 1.00 | dt: 168ms | tok/sec: 390,157 | mfu: 4.7% | epoch: 1 | remaining: 269s    
step 00197 (10.5%) | loss: 3.866536 | lrm: 1.00 | dt: 168ms | tok/sec: 389,676 | mfu: 4.7% | epoch: 1 | remaining: 268s    
step 00198 (10.5%) | loss: 3.862874 | lrm: 1.00 | dt: 173ms | tok/sec: 378,327 | mfu: 4.5% | epoch: 1 | remaining: 268s    
step 00199 (10.6%) | loss: 3.864055 | lrm: 1.00 | dt: 168ms | tok/sec: 389,823 | mfu: 4.7% | epoch: 1 | remaining: 268s    
step 00200 (10.6%) | loss: 3.869862 | lrm: 1.00 | dt: 169ms | tok/sec: 387,346 | mfu: 4.6% | epoch: 1 | remaining: 268s    
step 00201 (10.7%) | loss: 3.875634 | lrm: 1.00 | dt: 168ms | tok/sec: 390,810 | mfu: 4.7% | epoch: 1 | remaining: 268s    
step 00202 (10.8%) | loss: 3.872081 | lrm: 1.00 | dt: 170ms | tok/sec: 384,896 | mfu: 4.6% | epoch: 1 | remaining: 268s    
step 00203 (10.8%) | loss: 3.881830 | lrm: 1.00 | dt: 170ms | tok/sec: 384,883 | mfu: 4.6% | epoch: 1 | remaining: 267s    
step 00204 (10.9%) | loss: 3.875837 | lrm: 1.00 | dt: 171ms | tok/sec: 384,055 | mfu: 4.6% | epoch: 1 | remaining: 267s    
step 00205 (10.9%) | loss: 3.874170 | lrm: 1.00 | dt: 170ms | tok/sec: 386,523 | mfu: 4.6% | epoch: 1 | remaining: 267s    
step 00206 (11.0%) | loss: 3.873875 | lrm: 1.00 | dt: 168ms | tok/sec: 389,319 | mfu: 4.7% | epoch: 1 | remaining: 267s    
step 00207 (11.0%) | loss: 3.860281 | lrm: 1.00 | dt: 168ms | tok/sec: 390,176 | mfu: 4.7% | epoch: 1 | remaining: 267s    
step 00208 (11.1%) | loss: 3.853619 | lrm: 1.00 | dt: 169ms | tok/sec: 388,345 | mfu: 4.7% | epoch: 1 | remaining: 267s    
step 00209 (11.2%) | loss: 3.857832 | lrm: 1.00 | dt: 168ms | tok/sec: 389,045 | mfu: 4.7% | epoch: 1 | remaining: 266s    
step 00210 (11.2%) | loss: 3.858441 | lrm: 1.00 | dt: 169ms | tok/sec: 387,653 | mfu: 4.7% | epoch: 1 | remaining: 266s    
step 00211 (11.3%) | loss: 3.855547 | lrm: 1.00 | dt: 170ms | tok/sec: 386,171 | mfu: 4.6% | epoch: 1 | remaining: 266s    
step 00212 (11.3%) | loss: 3.849313 | lrm: 1.00 | dt: 169ms | tok/sec: 387,532 | mfu: 4.7% | epoch: 1 | remaining: 266s    
step 00213 (11.4%) | loss: 3.851881 | lrm: 1.00 | dt: 169ms | tok/sec: 388,530 | mfu: 4.7% | epoch: 1 | remaining: 266s    
step 00214 (11.4%) | loss: 3.856579 | lrm: 1.00 | dt: 169ms | tok/sec: 388,756 | mfu: 4.7% | epoch: 1 | remaining: 266s    
step 00215 (11.5%) | loss: 3.845576 | lrm: 1.00 | dt: 169ms | tok/sec: 388,219 | mfu: 4.7% | epoch: 1 | remaining: 265s    
step 00216 (11.5%) | loss: 3.832807 | lrm: 1.00 | dt: 169ms | tok/sec: 386,894 | mfu: 4.6% | epoch: 1 | remaining: 265s    
step 00217 (11.6%) | loss: 3.830492 | lrm: 1.00 | dt: 169ms | tok/sec: 387,051 | mfu: 4.6% | epoch: 1 | remaining: 265s    
step 00218 (11.7%) | loss: 3.820859 | lrm: 1.00 | dt: 169ms | tok/sec: 388,761 | mfu: 4.7% | epoch: 1 | remaining: 265s    
step 00219 (11.7%) | loss: 3.817755 | lrm: 1.00 | dt: 168ms | tok/sec: 389,586 | mfu: 4.7% | epoch: 1 | remaining: 265s    
step 00220 (11.8%) | loss: 3.815196 | lrm: 1.00 | dt: 168ms | tok/sec: 389,589 | mfu: 4.7% | epoch: 1 | remaining: 265s    
step 00221 (11.8%) | loss: 3.816287 | lrm: 1.00 | dt: 169ms | tok/sec: 386,761 | mfu: 4.6% | epoch: 1 | remaining: 264s    
step 00222 (11.9%) | loss: 3.823884 | lrm: 1.00 | dt: 170ms | tok/sec: 385,926 | mfu: 4.6% | epoch: 1 | remaining: 264s    
step 00223 (11.9%) | loss: 3.824733 | lrm: 1.00 | dt: 169ms | tok/sec: 388,300 | mfu: 4.7% | epoch: 1 | remaining: 264s    
step 00224 (12.0%) | loss: 3.835596 | lrm: 1.00 | dt: 169ms | tok/sec: 387,476 | mfu: 4.7% | epoch: 1 | remaining: 264s    
step 00225 (12.1%) | loss: 3.828979 | lrm: 1.00 | dt: 169ms | tok/sec: 388,298 | mfu: 4.7% | epoch: 1 | remaining: 264s    
step 00226 (12.1%) | loss: 3.826417 | lrm: 1.00 | dt: 168ms | tok/sec: 389,712 | mfu: 4.7% | epoch: 1 | remaining: 264s    
step 00227 (12.2%) | loss: 3.831029 | lrm: 1.00 | dt: 169ms | tok/sec: 388,150 | mfu: 4.7% | epoch: 1 | remaining: 263s    
step 00228 (12.2%) | loss: 3.823150 | lrm: 1.00 | dt: 171ms | tok/sec: 383,743 | mfu: 4.6% | epoch: 1 | remaining: 263s    
step 00229 (12.3%) | loss: 3.819372 | lrm: 1.00 | dt: 167ms | tok/sec: 392,438 | mfu: 4.7% | epoch: 1 | remaining: 263s    
step 00230 (12.3%) | loss: 3.815903 | lrm: 1.00 | dt: 168ms | tok/sec: 389,241 | mfu: 4.7% | epoch: 1 | remaining: 263s    
step 00231 (12.4%) | loss: 3.819612 | lrm: 1.00 | dt: 170ms | tok/sec: 385,165 | mfu: 4.6% | epoch: 1 | remaining: 263s    
step 00232 (12.4%) | loss: 3.824321 | lrm: 1.00 | dt: 168ms | tok/sec: 390,592 | mfu: 4.7% | epoch: 1 | remaining: 262s    
step 00233 (12.5%) | loss: 3.821751 | lrm: 1.00 | dt: 169ms | tok/sec: 388,529 | mfu: 4.7% | epoch: 1 | remaining: 262s    
step 00234 (12.6%) | loss: 3.820716 | lrm: 1.00 | dt: 171ms | tok/sec: 383,981 | mfu: 4.6% | epoch: 1 | remaining: 262s    
step 00235 (12.6%) | loss: 3.809484 | lrm: 1.00 | dt: 171ms | tok/sec: 382,563 | mfu: 4.6% | epoch: 1 | remaining: 262s    
step 00236 (12.7%) | loss: 3.805545 | lrm: 1.00 | dt: 168ms | tok/sec: 389,689 | mfu: 4.7% | epoch: 1 | remaining: 262s    
step 00237 (12.7%) | loss: 3.806351 | lrm: 1.00 | dt: 168ms | tok/sec: 389,688 | mfu: 4.7% | epoch: 1 | remaining: 262s    
step 00238 (12.8%) | loss: 3.811170 | lrm: 1.00 | dt: 170ms | tok/sec: 386,040 | mfu: 4.6% | epoch: 1 | remaining: 261s    
step 00239 (12.8%) | loss: 3.805430 | lrm: 1.00 | dt: 168ms | tok/sec: 389,714 | mfu: 4.7% | epoch: 1 | remaining: 261s    
step 00240 (12.9%) | loss: 3.809486 | lrm: 1.00 | dt: 171ms | tok/sec: 383,525 | mfu: 4.6% | epoch: 1 | remaining: 261s    
step 00241 (13.0%) | loss: 3.810934 | lrm: 1.00 | dt: 168ms | tok/sec: 389,172 | mfu: 4.7% | epoch: 1 | remaining: 261s    
step 00242 (13.0%) | loss: 3.806459 | lrm: 1.00 | dt: 168ms | tok/sec: 390,107 | mfu: 4.7% | epoch: 1 | remaining: 261s    
step 00243 (13.1%) | loss: 3.799733 | lrm: 1.00 | dt: 170ms | tok/sec: 385,399 | mfu: 4.6% | epoch: 1 | remaining: 261s    
step 00244 (13.1%) | loss: 3.789672 | lrm: 1.00 | dt: 170ms | tok/sec: 386,507 | mfu: 4.6% | epoch: 1 | remaining: 260s    
step 00245 (13.2%) | loss: 3.795417 | lrm: 1.00 | dt: 168ms | tok/sec: 390,263 | mfu: 4.7% | epoch: 1 | remaining: 260s    
step 00246 (13.2%) | loss: 3.794081 | lrm: 1.00 | dt: 171ms | tok/sec: 382,998 | mfu: 4.6% | epoch: 1 | remaining: 260s    
step 00247 (13.3%) | loss: 3.786827 | lrm: 1.00 | dt: 171ms | tok/sec: 384,274 | mfu: 4.6% | epoch: 1 | remaining: 260s    
step 00248 (13.4%) | loss: 3.779672 | lrm: 1.00 | dt: 168ms | tok/sec: 389,192 | mfu: 4.7% | epoch: 1 | remaining: 260s    
step 00249 (13.4%) | loss: 3.782317 | lrm: 1.00 | dt: 168ms | tok/sec: 390,116 | mfu: 4.7% | epoch: 1 | remaining: 260s    
step 00250 (13.5%) | loss: 3.783924 | lrm: 1.00 | dt: 168ms | tok/sec: 390,863 | mfu: 4.7% | epoch: 1 | remaining: 259s    
step 00251 (13.5%) | loss: 3.776566 | lrm: 1.00 | dt: 170ms | tok/sec: 384,924 | mfu: 4.6% | epoch: 1 | remaining: 259s    
step 00252 (13.6%) | loss: 3.768486 | lrm: 1.00 | dt: 170ms | tok/sec: 385,200 | mfu: 4.6% | epoch: 1 | remaining: 259s    
step 00253 (13.6%) | loss: 3.769266 | lrm: 1.00 | dt: 168ms | tok/sec: 390,463 | mfu: 4.7% | epoch: 1 | remaining: 259s    
step 00254 (13.7%) | loss: 3.769101 | lrm: 1.00 | dt: 169ms | tok/sec: 388,755 | mfu: 4.7% | epoch: 1 | remaining: 259s    
step 00255 (13.7%) | loss: 3.773531 | lrm: 1.00 | dt: 170ms | tok/sec: 384,867 | mfu: 4.6% | epoch: 1 | remaining: 259s    
step 00256 (13.8%) | loss: 3.769598 | lrm: 1.00 | dt: 169ms | tok/sec: 387,124 | mfu: 4.6% | epoch: 1 | remaining: 258s    
step 00257 (13.9%) | loss: 3.779488 | lrm: 1.00 | dt: 169ms | tok/sec: 387,159 | mfu: 4.6% | epoch: 1 | remaining: 258s    
step 00258 (13.9%) | loss: 3.777407 | lrm: 1.00 | dt: 171ms | tok/sec: 383,912 | mfu: 4.6% | epoch: 1 | remaining: 258s    
step 00259 (14.0%) | loss: 3.766071 | lrm: 1.00 | dt: 171ms | tok/sec: 384,269 | mfu: 4.6% | epoch: 1 | remaining: 258s    
step 00260 (14.0%) | loss: 3.758749 | lrm: 1.00 | dt: 168ms | tok/sec: 389,855 | mfu: 4.7% | epoch: 1 | remaining: 258s    
step 00261 (14.1%) | loss: 3.759144 | lrm: 1.00 | dt: 170ms | tok/sec: 386,273 | mfu: 4.6% | epoch: 1 | remaining: 258s    
step 00262 (14.1%) | loss: 3.752689 | lrm: 1.00 | dt: 168ms | tok/sec: 389,397 | mfu: 4.7% | epoch: 1 | remaining: 257s    
step 00263 (14.2%) | loss: 3.747398 | lrm: 1.00 | dt: 169ms | tok/sec: 388,385 | mfu: 4.7% | epoch: 1 | remaining: 257s    
step 00264 (14.3%) | loss: 3.747344 | lrm: 1.00 | dt: 171ms | tok/sec: 383,714 | mfu: 4.6% | epoch: 1 | remaining: 257s    
step 00265 (14.3%) | loss: 3.753348 | lrm: 1.00 | dt: 169ms | tok/sec: 386,835 | mfu: 4.6% | epoch: 1 | remaining: 257s    
step 00266 (14.4%) | loss: 3.753535 | lrm: 1.00 | dt: 167ms | tok/sec: 391,560 | mfu: 4.7% | epoch: 1 | remaining: 257s    
step 00267 (14.4%) | loss: 3.757651 | lrm: 1.00 | dt: 169ms | tok/sec: 388,183 | mfu: 4.7% | epoch: 1 | remaining: 257s    
step 00268 (14.5%) | loss: 3.745365 | lrm: 1.00 | dt: 168ms | tok/sec: 389,208 | mfu: 4.7% | epoch: 1 | remaining: 256s    
step 00269 (14.5%) | loss: 3.747101 | lrm: 1.00 | dt: 169ms | tok/sec: 388,247 | mfu: 4.7% | epoch: 1 | remaining: 256s    
step 00270 (14.6%) | loss: 3.753599 | lrm: 1.00 | dt: 171ms | tok/sec: 382,936 | mfu: 4.6% | epoch: 1 | remaining: 256s    
step 00271 (14.6%) | loss: 3.750233 | lrm: 1.00 | dt: 169ms | tok/sec: 388,431 | mfu: 4.7% | epoch: 1 | remaining: 256s    
step 00272 (14.7%) | loss: 3.747786 | lrm: 1.00 | dt: 168ms | tok/sec: 390,513 | mfu: 4.7% | epoch: 1 | remaining: 256s    
step 00273 (14.8%) | loss: 3.744962 | lrm: 1.00 | dt: 169ms | tok/sec: 387,411 | mfu: 4.6% | epoch: 1 | remaining: 256s    
step 00274 (14.8%) | loss: 3.742196 | lrm: 1.00 | dt: 170ms | tok/sec: 385,705 | mfu: 4.6% | epoch: 1 | remaining: 255s    
step 00275 (14.9%) | loss: 3.737015 | lrm: 1.00 | dt: 169ms | tok/sec: 387,422 | mfu: 4.6% | epoch: 1 | remaining: 255s    
step 00276 (14.9%) | loss: 3.729785 | lrm: 1.00 | dt: 170ms | tok/sec: 386,615 | mfu: 4.6% | epoch: 1 | remaining: 255s    
step 00277 (15.0%) | loss: 3.723946 | lrm: 1.00 | dt: 168ms | tok/sec: 389,402 | mfu: 4.7% | epoch: 1 | remaining: 255s    
step 00278 (15.0%) | loss: 3.721637 | lrm: 1.00 | dt: 169ms | tok/sec: 388,038 | mfu: 4.7% | epoch: 1 | remaining: 255s    
step 00279 (15.1%) | loss: 3.721309 | lrm: 1.00 | dt: 168ms | tok/sec: 390,255 | mfu: 4.7% | epoch: 1 | remaining: 255s    
step 00280 (15.2%) | loss: 3.713686 | lrm: 1.00 | dt: 169ms | tok/sec: 387,077 | mfu: 4.6% | epoch: 1 | remaining: 254s    
step 00281 (15.2%) | loss: 3.712116 | lrm: 1.00 | dt: 170ms | tok/sec: 386,257 | mfu: 4.6% | epoch: 1 | remaining: 254s    
step 00282 (15.3%) | loss: 3.712833 | lrm: 1.00 | dt: 170ms | tok/sec: 384,857 | mfu: 4.6% | epoch: 1 | remaining: 254s    
step 00283 (15.3%) | loss: 3.712787 | lrm: 1.00 | dt: 170ms | tok/sec: 385,262 | mfu: 4.6% | epoch: 1 | remaining: 254s    
step 00284 (15.4%) | loss: 3.711568 | lrm: 1.00 | dt: 167ms | tok/sec: 391,869 | mfu: 4.7% | epoch: 1 | remaining: 254s    
step 00285 (15.4%) | loss: 3.714729 | lrm: 1.00 | dt: 169ms | tok/sec: 387,973 | mfu: 4.7% | epoch: 1 | remaining: 254s    
step 00286 (15.5%) | loss: 3.712417 | lrm: 1.00 | dt: 168ms | tok/sec: 389,949 | mfu: 4.7% | epoch: 1 | remaining: 253s    
step 00287 (15.5%) | loss: 3.714204 | lrm: 1.00 | dt: 170ms | tok/sec: 384,833 | mfu: 4.6% | epoch: 1 | remaining: 253s    
step 00288 (15.6%) | loss: 3.715749 | lrm: 1.00 | dt: 169ms | tok/sec: 388,816 | mfu: 4.7% | epoch: 1 | remaining: 253s    
step 00289 (15.7%) | loss: 3.714091 | lrm: 1.00 | dt: 168ms | tok/sec: 389,174 | mfu: 4.7% | epoch: 1 | remaining: 253s    
step 00290 (15.7%) | loss: 3.710092 | lrm: 1.00 | dt: 169ms | tok/sec: 388,496 | mfu: 4.7% | epoch: 1 | remaining: 253s    
step 00291 (15.8%) | loss: 3.719171 | lrm: 1.00 | dt: 168ms | tok/sec: 390,546 | mfu: 4.7% | epoch: 1 | remaining: 253s    
step 00292 (15.8%) | loss: 3.718683 | lrm: 1.00 | dt: 169ms | tok/sec: 388,338 | mfu: 4.7% | epoch: 1 | remaining: 252s    
step 00293 (15.9%) | loss: 3.721742 | lrm: 1.00 | dt: 171ms | tok/sec: 384,080 | mfu: 4.6% | epoch: 1 | remaining: 252s    
step 00294 (15.9%) | loss: 3.715220 | lrm: 1.00 | dt: 169ms | tok/sec: 387,021 | mfu: 4.6% | epoch: 1 | remaining: 252s    
step 00295 (16.0%) | loss: 3.707033 | lrm: 1.00 | dt: 169ms | tok/sec: 387,221 | mfu: 4.6% | epoch: 1 | remaining: 252s    
step 00296 (16.1%) | loss: 3.719587 | lrm: 1.00 | dt: 169ms | tok/sec: 387,445 | mfu: 4.6% | epoch: 1 | remaining: 252s    
step 00297 (16.1%) | loss: 3.714376 | lrm: 1.00 | dt: 168ms | tok/sec: 390,197 | mfu: 4.7% | epoch: 1 | remaining: 251s    
step 00298 (16.2%) | loss: 3.717167 | lrm: 1.00 | dt: 169ms | tok/sec: 387,773 | mfu: 4.7% | epoch: 1 | remaining: 251s    
step 00299 (16.2%) | loss: 3.710194 | lrm: 1.00 | dt: 170ms | tok/sec: 385,993 | mfu: 4.6% | epoch: 1 | remaining: 251s    
step 00300 (16.3%) | loss: 3.697102 | lrm: 1.00 | dt: 170ms | tok/sec: 385,894 | mfu: 4.6% | epoch: 1 | remaining: 251s    
step 00301 (16.3%) | loss: 3.707986 | lrm: 1.00 | dt: 167ms | tok/sec: 391,921 | mfu: 4.7% | epoch: 1 | remaining: 251s    
step 00302 (16.4%) | loss: 3.707807 | lrm: 1.00 | dt: 169ms | tok/sec: 387,733 | mfu: 4.7% | epoch: 1 | remaining: 251s    
step 00303 (16.4%) | loss: 3.707639 | lrm: 1.00 | dt: 168ms | tok/sec: 389,322 | mfu: 4.7% | epoch: 1 | remaining: 250s    
step 00304 (16.5%) | loss: 3.705147 | lrm: 1.00 | dt: 169ms | tok/sec: 387,966 | mfu: 4.7% | epoch: 1 | remaining: 250s    
step 00305 (16.6%) | loss: 3.701132 | lrm: 1.00 | dt: 170ms | tok/sec: 384,801 | mfu: 4.6% | epoch: 1 | remaining: 250s    
step 00306 (16.6%) | loss: 3.696275 | lrm: 1.00 | dt: 170ms | tok/sec: 385,987 | mfu: 4.6% | epoch: 1 | remaining: 250s    
step 00307 (16.7%) | loss: 3.699798 | lrm: 1.00 | dt: 168ms | tok/sec: 390,392 | mfu: 4.7% | epoch: 1 | remaining: 250s    
step 00308 (16.7%) | loss: 3.704751 | lrm: 1.00 | dt: 169ms | tok/sec: 387,270 | mfu: 4.6% | epoch: 1 | remaining: 250s    
step 00309 (16.8%) | loss: 3.697341 | lrm: 1.00 | dt: 169ms | tok/sec: 387,202 | mfu: 4.6% | epoch: 1 | remaining: 249s    
step 00310 (16.8%) | loss: 3.699521 | lrm: 1.00 | dt: 169ms | tok/sec: 388,022 | mfu: 4.7% | epoch: 1 | remaining: 249s    
step 00311 (16.9%) | loss: 3.700016 | lrm: 1.00 | dt: 170ms | tok/sec: 384,866 | mfu: 4.6% | epoch: 1 | remaining: 249s    
step 00312 (17.0%) | loss: 3.694977 | lrm: 1.00 | dt: 168ms | tok/sec: 389,293 | mfu: 4.7% | epoch: 1 | remaining: 249s    
step 00313 (17.0%) | loss: 3.698722 | lrm: 1.00 | dt: 169ms | tok/sec: 387,561 | mfu: 4.7% | epoch: 1 | remaining: 249s    
step 00314 (17.1%) | loss: 3.701295 | lrm: 1.00 | dt: 168ms | tok/sec: 390,301 | mfu: 4.7% | epoch: 1 | remaining: 249s    
